topicName,subtopic,sub-subgroup,tweet,hashtags,emojis,Date
Sports,Ice Hockey,,"RT @ijustine: Nice day in Rome ☺️ 

....we also found a @steelers @penguins Pittsburgh bar. It was incredible! https://t.co/SCewUtFkHs",,relaxed,1-Sep-14
Art and Entertainment,Comedy,,RT @TheFunnyTeens: when you show somebody a vine you laughed real hard at and they don't laugh https://t.co/NJiPmw2ErL,,,10-Jul-14
Art and Entertainment,Movies and TV,,RT @xxHeart4Thorne: THAT'S IT! hahaha @vrayskull @PLLTVSeries @imarleneking #PLL #PLLArmy #pllseason7 https://t.co/KFcPs2TbdE,"PLL,PLLArmy,pllseason7",,16-Aug-14
Sports,Wrestling,,RT @RKOHEELCENA: Thank you @WWERollins for putting on a hell of a match against Ambrose! @wwe #WWEBoston @tdgarden https://t.co/pFzHF5rXAU,WWEBoston,,26-Nov-12
Sports,Soccer,,@Corktod @DundalkFC @AVIVAStadium @tallaghtstadium @twitter @RTEsoccer tolka park would have being a good ground for it. Pity about oriel.,,,6-Jul-15
Sports,Soccer,,RT @julitroescovar: Grande!!!!!! @FCFSeleccionCol @D_Ospina1 https://t.co/2HkIEzzbGX,,,28-Nov-15
Art and Entertainment,,,RT @camerondallas: MY MOMMA DONT LIKE YOU AND SHE LIKES EVERYONE,,,23-Nov-15
Art and Entertainment,Social Media,,@Arzaylea me n Luke,,,20-Dec-14
Art and Entertainment,Music News,,RT @ZaynsCore: All i see is art #LIKEIWOULD https://t.co/0C0Fzb59TR,LIKEIWOULD,,8-Jul-13
Art and Entertainment,Music,,RT @dinahjane97: don't mistake my kindness for weakness.,,,19-Jun-14
Sports,Soccer,,RT @NiallOfficial: @Louis_Tomlinson @socceraid when I retired from playing because of my knee . I went and did my uefa A badges in Dublin,,,2-Jul-13
Sports,Soccer,,RT @ManUtdVines: #EricBailly first interview https://t.co/CHbaGPVWjt,EricBailly,,9-Oct-14
Art and Entertainment,Music,,RT @alltheloveagb: GREEDY WE RE ALL JAMMING @ArianaGrande https://t.co/8XHMbrgBlo,,,17-Feb-13
Art and Entertainment,Music,,"RT @Ashton5SOS: Tonight's show is gonna be awesome. Can't wait to see you out there, you sound amazing, Rena is singing about FUK boys right now",,,4-Feb-13
Sports,Wrestling,,RT @NaomiWWE: 😃getting ready #marine5 https://t.co/asezoVBtlu,marine5,smiley,21-Dec-14
Sports,Rugby,,RT @NiallOfficial: @benyoungs09 @elliotdaly hahaha .. Not tonight lads . . Off home,,,28-May-12
Art and Entertainment,Movies and TV,,#IanHalperin Weighs In On @Caitlyn_Jenner's Transition And Future Decisions (STORY) https://t.co/OrBM81YB0d https://t.co/GRl5D7uG0T,IanHalperin,,20-Jun-15
Art and Entertainment,Music,,"RT @JackJ: Just got 2:15 holding my breath. I'm escalating. Watch out for me, I may start growin gills soon",,,20-Jun-12
Sports,Basketball,,@cavs the champions!! what a #NBAFinals!! great comeback aftr 1-3 to 4-3 win #ALLin216 totally destroy!! @NBAHistory @NBA @ESPNNBA 🙌✌👏👍👌,"NBAFinals,ALLin216","raised_hands,clap,+1,ok_hand",25-Jan-14
Art and Entertainment,Movies and TV,TV,"RT @bbcthree: We saw that #GiveCaptainAmericaABoyfriend was trending on Twitter and thought... doesn’t he already have one?
https://t.co/ZxxrGXl4Os",GiveCaptainAmericaABoyfriend,,28-May-16
Sports,Soccer,,RT @SoccerSt_: Magic of the FA Cup.,,,13-Mar-15
Sports,Soccer,,RT @AVFCOfficial: International news: @JackGrealish1 receives first @England U21 call-up. Details: https://t.co/cEzDxeLn0h #AVFC https://t.co/xnNg11LyAj,AVFC,,27-Dec-12
Sports,Mixed Martial Arts,,"RT @TheNotoriousMMA: Happy to announce that I am BACK on UFC 200! 
Shout out to @danawhite and @lorenzofertitta on getting this one done for the fans. #Respect",Respect,,25-Apr-15
Sports,Mixed Martial Arts,,RT @TheNotoriousMMA: Aim for the Rolls Royce stars kid! #YouWillSucceed https://t.co/8OuqB3zequ,YouWillSucceed,,17-May-12
Art and Entertainment,Music News,,"RT @OneDrecti0nFans: What is ART?
Louis is art!

#KCAMexico #OneDirection 

https://t.co/bYL2CtpiL8","KCAMexico,OneDirection",,26-Dec-12
Art and Entertainment,Music,,RT @MissyElliott: HappyBirthday @LilKim Imma Throw shade if I can't get paid!👑💰Ayyye🙌🏾🙌🏾LOVE u sis very much❤️May u see many more🎂🍾🎈😘 https://t.co/Lh8hcvnLgR,,"crown,moneybag,raised_hands,raised_hands,heart,birthday,balloon,kissing_heart",9-Feb-15
Sports,Wrestling,,"RT @WWE: On this #NationalDonutDay, @TheRock has an idea of what you can do with YOUR favorite donut (especially jelly)...
https://t.co/B6jUnngdnT",NationalDonutDay,,20-May-15
Art and Entertainment,Shows and Events,,RT @OTRADaily: What's longer 1D's hiatus or Azealia Banks rant about Zayn on twitter,,,27-Apr-15
Sports,Mixed Martial Arts,,RT @UFCNews: BREAKING: @SpiderAnderson out of #UFC198 ➡️ https://t.co/4rz2YPd4eH https://t.co/DZsznbzaw6,UFC198,arrow_right,17-Apr-15
Art and Entertainment,Music,,@ConorMaynard so handsome 😍😍💞🤗,,"heart_eyes,heart_eyes,revolving_hearts",10-Jul-14
Art and Entertainment,Music News,,"RT @1DAllUpdateess: ""@Radio1Direction:I'm still waiting for the day where I get on the tube and see this""

#MTVAwardsStar One Direction https://t.co/UiiOosoFg6",MTVAwardsStar,,9-Jun-15
Art and Entertainment,Music,,RT @TSwiftNZ: Happy birthday to Ryan Tedder from @OneRepublic! Thanks for the amazing work on 1989 and always supporting Taylor 🎉 https://t.co/H7Y98Hgrk5,,tada,1-Feb-14
Sports,Soccer,,"RT @ChelseaFC: Four more years for Chelsea’s Player of the Year - @willianborges88! #CFC 

https://t.co/S7xD5tAZkk https://t.co/LBgnRSXNFU",CFC,,17-Dec-12
Sports,Soccer,,"RT @EASPORTSFIFA: Tomorrow!
#FestivalOfFUTball https://t.co/IWzYiCHDcw",FestivalOfFUTball,,27-Sep-14
Sports,Wrestling,,RT @ZackRyder: @_StarDESTROYER bro me,,,30-Sep-15
Sports,Bicycling,,"RT @Cyclingnewsfeed: Tour of Britain: 17 teams announced
https://t.co/6EDlVpgLDm https://t.co/qR8IyU4BUk",,,24-Jan-14
Art and Entertainment,Music,,RT @fabuloushannahh: Happy birthday to my favourite person in existence @Adele love u absolute QUEEN 👑,,crown,10-Feb-14
Sports,Soccer,,"RT @NiallOfficial: @ollyofficial all jokes aside , with all this chat about it. did ya ask @vardy7 where the actual party is ?",,,16-Oct-14
Sports,Soccer,,RT @LivEchoLFC: Meet Loris Karius - Justin Bieber's best mate https://t.co/PUPnjUiFn7 https://t.co/wFNizG7l2p,,,3-Jul-14
Sports,Basketball,,@richeisen @cavs Free throws &amp; 4th quarter has KILLED Cleveland tonight! Plus LeBron has to have more than 18 points!!!,,,10-Jan-15
Art and Entertainment,Books and Literature,,@jk_rowling and the pricing of products,,,14-Oct-15
Art and Entertainment,Shows and Events,,RT @BBMAs: Ladies &amp; gentlemen the Princess of Pop is here! @britneyspears #BritneyOnBBMAs #BBMAs https://t.co/LMER20LP6f,"BritneyOnBBMAs,BBMAs",,2-Jun-16
Art and Entertainment,Music,,"RT @JackJ: I don't hold my tongue. Hate it or love it, I'm gonna speak my mind til the day I'm buried in this earth.",,,13-Apr-16
Sports,Basketball,,Hey honey @KDTrey5 I told you Bron would win just for you akere?!?,,,2-Oct-15
Art and Entertainment,Social Media,Vine,RT @sorryimalex: @Jacobismybae41 only rting bc Jacob fan acc again,,,2-Apr-14
Sports,Soccer,,"RT @UEFAEURO: Kick-off!
#RUS v #WAL
#SVK v #ENG
#EURO2016 LIVE: https://t.co/cEVSIsvrpT https://t.co/6mjpCPtQUJ","RUS,WAL,SVK,ENG,EURO2016",,24-Aug-13
Sports,Soccer,,RT @8TrollFootball: This guy was spot on. https://t.co/5VgrY2L599,,,18-Apr-13
Art and Entertainment,Movies and TV,TV,"RT @dinahjane97: AHHH to our fans that have Been waiting out in the rain for the @TODAYshow , can't wait to get wet with youuu 😂😜!! #HappyMemorialDay",HappyMemorialDay,"joy,stuck_out_tongue_winking_eye",5-Jun-12
Sports,Wrestling,,any chance‘s to have gorgeous Sarah Jessica Parker @SJP to make a guest star on @WWE #RAW please thank you very much,RAW,,29-Jan-13
Art and Entertainment,Music,,RT @ShawnMendes: First night of tour 🎸#ShawnWorldTourBocaRaton https://t.co/Z87YhF4L7r https://t.co/YFfDteYc9V,ShawnWorldTourBocaRaton,guitar,2-Sep-15
Sports,Sports News,,RT @SportsCenter: BREAKING: Draymond Green has been assessed Flagrant Foul 1 for actions in Game 4 &amp; will be suspended for Game 5. https://t.co/hOUJmcwXg9,,,16-Sep-15
Sports,Soccer,,"RT @azzurri: #EURO2016 COUNTDOWN: 19 days to go until the Euros get started! 

#Azzurri #Italy #VivoAzzurro #DelPiero #Zidane https://t.co/0CA1kWZUN4","EURO2016,Azzurri,Italy,VivoAzzurro,DelPiero,Zidane",,2-Jun-13
Sports,Bodybuilding,,RT @BlondeVsWorld: Booking ✈️✈️✈ flights makes me so happy 😊😊❤️❤️🎉🎉 #adventureawaits,adventureawaits,"airplane,airplane,blush,blush,heart,heart,tada,tada",9-Aug-12
Sports,Soccer,,RT @EASPORTSFIFA: Congratulations to @FCBarcelona. They are @LaLiga Champions! https://t.co/Ch1YJ999v1,,,13-Jan-15
Art and Entertainment,Social Media,YouTube,"#DolanTwinsNewVideo is up! 
🚨 https://t.co/PaI2wFw3U6 🚨
 ❤️Like &amp; sub❤️
DM me? Ilysm☺️ 
@GraysonDolan @EthanDolan x26",DolanTwinsNewVideo,"rotating_light,rotating_light,heart,heart,relaxed",16-Jul-13
Art and Entertainment,Music,,RT @Michael5SOS: but did you really go to coachella if you didn't have a 25 minute long snapchat story of it?,,,5-Jan-12
Sports,Football,,"RT @AZCardinals: Football in July?
Football in July.

Stream #AllorNothing ▶️ July 1 on @AmazonVideo
https://t.co/AgA6Wb7SbN",AllorNothing,arrow_forward,28-Jun-15
Art and Entertainment,Music,,RT @dinahjane97: https://t.co/6jtJkHn89J 7/27 tour get your tickets now !!! Can't wait to see you all there 😘 https://t.co/kG6nvsnwlM,,kissing_heart,22-May-16
Sports,Soccer,,RT @ollyofficial: Ehhhh seriously ROW @socceraid have got @10Ronaldinho what a player!! Gotta get him to nutmeg me at a least once.. 😜,,stuck_out_tongue_winking_eye,29-Aug-14
Art and Entertainment,Music,,RT @Louis_Tomlinson: Can't believe the Billboard win ! How many times can we thank you for being too good to us !? It's all down to you ! Thank you 🙃,,,7-Apr-13
Art and Entertainment,Radio,,The #CapitalSTB Sounded really Good today @CapitalOfficial &amp; @willcozens I'm going to catch up on it,CapitalSTB,,1-Jul-15
Art and Entertainment,Music,,RT @tyleroakley: i want to live in a world as positive &amp; uplifiting as @carlyraejepsen's instagram comments https://t.co/DkIjB3QjTO,,,1-Oct-14
Art and Entertainment,Music,,"RT @ArianaGrande: #IntoYou 
spotify: https://t.co/k72xVRUZ7Y
iTunes: https://t.co/vPxWSiE9UN
♡ https://t.co/upf0xtCOb3",IntoYou,,15-Jun-16
Sports,Boxing,,RT @anthonyfjoshua: A street kid to hanging with The Peoples Champ! A humbling experience to be on this journey @UnderArmour #AJBoxing https://t.co/BAK24MbjGd,AJBoxing,,19-Jun-13
Art and Entertainment,Music,,RT @camilacabello97: happy birthday @laurenjauregui !!!! what better place in the world to celebrate u than in BRASIL!! have a sweet one 🎈,,balloon,17-Nov-12
Sports,Soccer,,RT @Cristiano: Happy moments 👍🏼👌🏼 https://t.co/byRHX1Uh0j,,"+1,ok_hand",20-Aug-14
Sports,Sports News,,RT @mrdanwalker: What a wonderful quote after such a horrendous time for their family. https://t.co/U1pZ6LBtyF,,,31-Mar-15
Sports,Sports News,,"RT @SportsCenter: The Bulls have traded Mike Dunleavy to the Cavs (via @WindhorstESPN, @TheVertical) and Jose Calderon to the Lakers (via @ramonashelburne).",,,10-Jan-12
Art and Entertainment,Movies and TV,TV,@imarleneking probably watch it over and over again until next Wednesday when it comes in Netflix for the UK 👏🏻👏🏻👏🏻#PrettyLittleLiars #pll,"PrettyLittleLiars,pll","clap,clap,clap",15-Aug-14
Sports,Sports News,,"RT @BBCSporf: QUALITY: England fans teaching Swedish fans ""Don't Take Me Home"" chant. Better scenes! #ENG
https://t.co/fvSZLApuQJ",ENG,,10-Jun-14
Art and Entertainment,Music,,RT @bandIanes: My #TeenChoice for #ChoiceRockSong is Jet Black Heart by 5 Seconds Of Summer @5SOS x6,"TeenChoice,ChoiceRockSong",,30-May-14
Art and Entertainment,Music,,@visuaIizesivan @troyesivan me too,,,14-Mar-14
Sports,Sports News,,"RT @BBCSport: 29 years. It's over.

Ryan Giggs has agreed a settlement package to leave #ManUtd.

#MUFC

https://t.co/qJAQOAtccv https://t.co/EnZMrJweOv","ManUtd,MUFC",,2-Jun-14
Art and Entertainment,Music News,,RT @bieberdexter: THIS IS MORE THAN JUST ADORABLE. https://t.co/8LgKtULLKl,,,15-May-16
Sports,Soccer,,RT @FootballFunnys: I love the internet 😭😭 https://t.co/ojaFwUxeeF,,"sob,sob",28-May-12
Art and Entertainment,Movies and TV,TV,RT @TeenChoiceFOX: Somebody's got to win #ChoiceViner. Retweet if you think that somebody should be @TheMattEspinosa! #TeenChoice https://t.co/01x1ocB5py,"ChoiceViner,TeenChoice",,9-Jun-13
Sports,Soccer,,RT @FullTimeDEVILS: Look at that smile! @Ibra_official is buzzing at his new move! #mufc #ZlatanTime https://t.co/Yx9RHAr8S1,"mufc,ZlatanTime",,10-Dec-15
Art and Entertainment,Music,,@TheTideAustin COME TO IRELAND,,,24-Jul-12
Art and Entertainment,Music,,RT @WHHLapp: . @kanyewest + @nas link up with @frenchmontana for #FigureItOut video [WATCH]: https://t.co/27kHZb1ATl https://t.co/4z0QGtQTYG,FigureItOut,,7-Aug-15
Sports,Wrestling,,"RT @WWE: Looks like @VickieGuerrero's time is up...
#Security #RAW #SmackDownLIVE https://t.co/VjnlIjfF3w","Security,RAW,SmackDownLIVE",,17-Jan-12
Sports,Tennis,,Another round of applause and congrats to  @Venuseswilliams and @serenawilliams on their milestones!! Hopefully more to come.,,,1-Nov-15
Sports,Basketball,,RT @GoodmanESPN: Russell Westbrook and Victor Oladipo  together on the defensive end. Wow.,,,28-Jun-16
Sports,Cricket,,"RT @OfficialCSA: #CSAnews #ClubChamps16 Moore, @kirwi09 bat @Madibaz4U to clinical victory https://t.co/sw4rARQzdE https://t.co/bjWSXOvt7p","CSAnews,ClubChamps16",,8-Jul-16
Sports,Wrestling,,"RT @WWE: Who will claim the golden briefcase tonight in the #MITB Ladder Match?
WATCH LIVE: https://t.co/aEwGYU7p64 https://t.co/0gG1GD7R5Z",MITB,,19-Jun-13
Sports,Basketball,,"RT @nbastats: .@okcthunder lead @warriors 3-1 in WCF. When teams lead series 3-1 they are 223-9 all-time (96.1%).

#ELIAS https://t.co/mKhhx1k3tA",ELIAS,,18-Feb-16
Art and Entertainment,Books and Literature,Fiction,RT @jk_rowling: Exciting morning at rehearsals for #CursedChild. What do you think of our wand designs? #HarryPotterPlay https://t.co/Vg1wAmi11Y,"CursedChild,HarryPotterPlay",,24-Oct-12
Art and Entertainment,Music,,RT @zanelowe: Great to be back in New York City. Broadcasting live from Beats 1 NYC all week. https://t.co/AOrlNn3f77,,,27-Jun-16
Art and Entertainment,Music,,RT @Calum5SOS: itsokaytobesadsometimes,,,18-Jun-16
Art and Entertainment,Music,,RT @Louis_Tomlinson: @NiallOfficial @socceraid but where's the coaching vibe come from ? I assume you've got all your badges !?,,,30-Aug-12
Art and Entertainment,Social Media,YouTube,"RT @KianAndJc: Also, bring a canned food item to the show so we can feed some people tonight. Spread the word, we want a lot for this show.😌🤘🏼🌍",,"relieved,earth_africa",10-May-13
Sports,Soccer,,"RT @Squawka: #POR have won just one game in normal time so far at #EURO2016.

They're in the final if you hadn't heard... https://t.co/ELp5VXIaHy","POR,EURO2016",,13-Dec-13
Art and Entertainment,Music,,RT @dinahjane97: @carlenekmakeup thanks for ur #carlenekshinebronzer my legs love the shine 🌟 😘 https://t.co/G5r2jNjcdV,carlenekshinebronzer,"star2,kissing_heart",4-May-14
Sports,Soccer,,Best of luck too @CorkCityFC and @stpatsfc in Europe tonight. Hopefully do the LOI proud! #LOI,LOI,,14-Apr-14
Sports,Cricket,,"RT @NewsPakkar: #Eliminator: @SunRisers score 162/8 against @KKRiders 
@IPL #SRHvKKR
https://t.co/gyqnJlzqSe … https://t.co/L7B680N9RK","Eliminator,SRHvKKR",,21-Jul-16
Sports,Formula 1,,RT @MarioAndretti: I brought @ladygaga back safely to pit lane. Thanks @IRE2seater pit crew and @Honda for your support. Historic Indy! https://t.co/RUBVGH6bmv,,,21-Feb-15
Art and Entertainment,Shows and Events,,RT @BBMAs: .@ShawnMendes + 🎸🎸 = #BBMAs TOMORROW. https://t.co/vtkfm1RLJ3,BBMAs,"guitar,guitar",21-May-15
Art and Entertainment,Music,,"RT @5HonTour: Fifth Harmony call for pop stars to support Black Lives Matter 

Read: https://t.co/ixteSAEMEG",,,8-May-16
Sports,Basketball,,"RT @nikebasketball: First The Block. 

Then The Shot. 

Then the rings. #tbt

Tap. Save. Text or share w/ your friends. #AlwaysBelieve https://t.co/hT7X8IWrTH","tbt,AlwaysBelieve",,5-Oct-15
Art and Entertainment,Music,,RT @NiallOfficial: But I just think it's crazy how we let people away with things like this,,,13-Dec-12
Sports,Surfing and Bodyboarding,,RT @wsl: 2016 Women’s #FijiPro Day 2 Highlights 👉 https://t.co/ie0ZfMVLPY https://t.co/OLfUNHf8lO,FijiPro,point_right,11-Sep-13
Sports,Soccer,,RT @NiallOfficial: @GabeTurner73 @jackwhitehall @10Ronaldinho he probably will without even trying anyway.,,,28-Jun-15
Sports,Soccer,,"@TimHowardGK dust off the gloves, could be busy tomorrow with injuries etc. Good luck in MLS and last few games for @Everton #COYB #EFC #USA","COYB,EFC,USA",,24-Nov-15
Sports,Basketball,,RT @sdotcurry: Tell your grandkids about this #B2BMVP,B2BMVP,,15-Feb-13
Sports,Football,,"RT @nflnetwork: More impressive:

Bortles' 35 pass TD season
OR Harris' 35-straight GMs w/o giving up a td?

#Bortles35
#Harris35 https://t.co/odah40EqwU","Bortles35,Harris35",,18-Aug-16
Sports,Bicycling,,RT @cyclingweekly: 19-year-old British cyclist banned for three and a half years for taking EPO https://t.co/HXSnhmHnJo https://t.co/XmSNXKuDFr,,,29-Apr-14
Sports,Soccer,,RT @Louis_Tomlinson: @NiallOfficial @socceraid p.s love the text update every time you tweet me. Cute,,,12-Dec-12
Sports,Soccer,,Happy birthday @RyanMason #COYS https://t.co/UxQ7fvD0iH,COYS,,4-Oct-12
Sports,Soccer,,"RT @HenrikhMkh: Hey there, I'm now on Instagram😊 Enjoyed my first training sessions with the team @ManUtd 💪
https://t.co/IynoxkZTJ8 https://t.co/M4EbcWltWE",,"blush,muscle",31-Jan-13
Art and Entertainment,Music,,RT @ArianaGrande: #LetMeLoveYouVideo feat. @LilTunechi dir by @Grant_Singer / @applemusic https://t.co/hwyi9Q9ZcF,LetMeLoveYouVideo,,2-Nov-12
Sports,Wrestling,,"RT @TheRock: Happy Birthday Shayla!! Crazy how I sing better than daddy right!? 😂 Happy 9th B-day honey! 
~ Uncle Rock 💪🏾 https://t.co/ViLuLSuOqL",,"joy,muscle",16-Sep-14
Sports,Wrestling,,RT @TripleH: A huge step for the man and a giant step for our industry...@JohnCena hosts the @ESPYS this Wednesday. #ChampIsHere,ChampIsHere,,4-Mar-14
Sports,Boxing,,RT @MuhammadAli: Ringside seats to see the Champ. #MuhammadAli https://t.co/SDJNE7i48b,MuhammadAli,,14-Dec-15
Sports,Soccer,,"RT @btsportfootball: .@GarethBale11, @Benzema, @Cristiano! Here is @realmadriden's starting XI for tonight's huge #UCLfinal https://t.co/LDvfhB6Yuh",UCLfinal,,14-Jul-12
Sports,Soccer,,RT @JordanDale1: Bottle boys @SpursOfficial,,,15-Nov-13
Sports,Mixed Martial Arts,,RT @ufc: LETS GO!!!! @DC_MMA | @SpiderAnderson 😳😳😳 #UFC200 https://t.co/yR4QPBi1jB,UFC200,"flushed,flushed,flushed",10-Jan-15
Sports,Baseball,,"RT @SFGiants: We are proud of you, @warriors. #BayAreaUnite https://t.co/NtD3mHrTzb",BayAreaUnite,,5-Aug-13
Art and Entertainment,Music,,"@lucyhale thank you for bringing so much light, love and happiness into my life. i am so grateful for having u in my life, i love u forever",,,16-May-12
Art and Entertainment,Comedy,,RT @PaddyMcGuinness: @NiallOfficial @Louis_Tomlinson to much? https://t.co/Rw7LWA7ZSR,,,11-Aug-13
Sports,Soccer,,"RT @NiallOfficial: @Louis_Tomlinson  @socceraid Tommo , I now work for a premier league winning manager , don't have time for this trash talk 😄",,smile,10-Jun-15
Sports,Golf,,RT @DJohnsonPGA: Never too early to start talking #RyderCup with @NewEraCap! @RyderCupUSA https://t.co/X7HENP28uD,RyderCup,,20-Apr-16
Sports,Basketball,,RT @NBATV: .@denzelvalentine &amp; the @chicagobulls take on the Timberwolves tonight in the #NBASummer Championship. #PickACard https://t.co/8uyj4x8KfU,"NBASummer,PickACard",,28-Mar-16
Sports,Soccer,,@OffsideLiam @GanatraNitin you guys never fucking happy who ever it would of been you would of said shit about #mug https://t.co/4UbHfvFQmk,mug,,3-Aug-13
Sports,Soccer,,RT @DFB_Team_EN: .@Manuel_Neuer practising corners... at the other end! ⚽ You never know 😉 #JederFuerJeden #EURO2016 https://t.co/pEBiNdOZtz,"JederFuerJeden,EURO2016","soccer,wink",23-Feb-12
Art and Entertainment,Social Media,YouTube,RT @danisnotonfire: new dan and phil sims 4 video! prepare to be relaxed as dil and tabitha ACTUALLY go to the spa https://t.co/3ksJKe96Ih  💆,,massage,24-Jan-15
Sports,Soccer,,"RT @_felipemelo_: May 12nd, 2012 .. #Feneraglama #Cimbom #sampiyonCimbom 🏆🏆🏆🏆🏆🏆🏆🏆🌟🌟🌟🌟👉🏼👉🏼👅👅 https://t.co/D3t7YVRd8R","Feneraglama,Cimbom,sampiyonCimbom","trophy,trophy,trophy,trophy,trophy,trophy,trophy,trophy,star2,star2,star2,star2,point_right,point_right,tongue,tongue",24-Jul-16
Sports,Soccer,,"RT @ussoccer_wnt: FT: #USWNT 1, South Africa 0. Dunn goal in first half lifts USA to victory. Solo earns 100th shutout. https://t.co/w4YaXyTKNK",USWNT,,6-Feb-13
Sports,Soccer,,"RT @NiallOfficial: Premier league winning coaches , been treated like pro's . Love it @socceraid #ROW",ROW,,24-Jun-13
Sports,Wrestling,,RT @WWE: Take a look back at the storied @WWE career of #Chyna...  https://t.co/GOgwo0xg9m #RIPChyna https://t.co/ykhxZIdzeo,"Chyna,RIPChyna",,24-Feb-16
Art and Entertainment,Music,,RT @JacobWhitesides: new album new me @whitesidesemily,,,24-Dec-13
Art and Entertainment,,,RT @HayesGrier: Eggs and bacon. Always a good way to start the day off,,,26-Dec-13
Art and Entertainment,Movies and TV,,"I think @Disney may have to change their #WaltDisneyWorldslogan. It was ""The Happiest Place on Earth"". But what should they call it now?",WaltDisneyWorldslogan,,20-Jun-16
Art and Entertainment,Music,,"#NowPlaying the video ""Go Off"" in @TIDALHiFi https://t.co/igcfVGgfB0",NowPlaying,,26-Oct-15
Art and Entertainment,Music,,RT @ArianaGrande: mom's genuine reaction when I played her the album. #1monthTilDangerousWoman #loveyoumommy https://t.co/kokpHV6ERM,"1monthTilDangerousWoman,loveyoumommy",,7-Feb-16
Sports,Wrestling,,RT @WWE: #WWENXT HIGHLIGHTS: Was #TheDrifter @IAmSamsonWWE able to knock off the rising star in @ShinsukeN? https://t.co/74kJkAKYvN @WWENXT,"WWENXT,TheDrifter",,20-Jul-15
Sports,Soccer,,RT @G3RA7D: Meanwhile in a local supermarket in Germany. #GERITA #GER #ITA @DFB_Team_EN @azzurri https://t.co/E0pfoSHuf4,"GERITA,GER,ITA",,12-May-13
Sports,Soccer,,RT @Louis_Tomlinson: @RobbieSavage8 looks like it could be pens !!,,,11-Feb-15
Art and Entertainment,Music,,@NicksAlien @nickjonas @Philymack I think I got all my points across. Hopefully I get chosen because I really wanna support him and my state,,,17-Jul-16
Art and Entertainment,Social Media,Vine,@carterreynolds Hey Carter 😎,,sunglasses,21-Jul-12
Sports,Cricket,,"RT @NiallOfficial: @BrendanFevola25 @ShaneWarne you two at the logies together, I smell trouble. Hope you had a good night lads",,,12-Mar-12
Sports,Soccer,,"I will never forget May 19th, 2012. A day to remember if you a @ChelseaFC supporter. #CFC https://t.co/zRul0zhoeO",CFC,,17-Aug-15
Art and Entertainment,Music,,RT @joshuadun: @markhoppus forever….and ever….,,,31-Jul-13
Sports,Sports Apparel,,"RT @FinishLine: OTD in 1980 ""The Big O"", Oscar Robertson was inducted into the Naismith Memorial Basketball Hall of Fame https://t.co/jJaYRHUZJk",,,1-Jun-16
Art and Entertainment,Music,,RT @LaurenJauregui: Make sure you tune into the @bbmas at 8ET/5PT to watch usss and all the other amazing acts on… https://t.co/wulYhuyNMk,,,29-Dec-15
Sports,Golf,,RT @NiallOfficial: Up bright and early for day 1 of @TheMasters . Can't wait . ⛳️,,golf,24-Jun-16
Sports,Soccer,,RT @GaryLineker: Congratulations to Burnley. Welcome back to the @premierleague and look forward to introducing you on MOTD next season.,,,2-Apr-15
Sports,Cricket,,"request to bcci please banned  indian umpires.
@BCCI 
#MIvDD #IPL2016 #RCBvGL #IPLT20 #viratkohli #KXIPvSRH @virendersehwag @sachin_rt","MIvDD,IPL2016,RCBvGL,IPLT20,viratkohli,KXIPvSRH",,7-May-12
Art and Entertainment,Shows and Events,,"Retweeted EDM♡Sounds (@EDM_Sounds714):

See you soon @ultra https://t.co/gCxiAOlGCY https://t.co/ooqFkbRvir",,,11-May-16
Sports,Sports News,,RT @goal: Ronaldo to become Portugal's record cap holder against Austria https://t.co/XGC78EJIir https://t.co/TUrlF8WWoJ,,,2-Apr-13
Sports,Motorcycling,,RT @Official_CS27: It's been a blast here at #WorldDucatiWeek Thank you everyone that came out to celebrate #90YearsOfDucati with us! https://t.co/xZi3OBjsNp,"WorldDucatiWeek,90YearsOfDucati",,15-Sep-14
Art and Entertainment,Music,,"RT @BBMAs: Introducing your @Kia's #OneToWatch performing at the #BBMAs... @TroyeSivan! ✨ Go to @Billboard for video #2.
https://t.co/ebZKh9AkWL","OneToWatch,BBMAs",sparkles,28-Sep-15
Art and Entertainment,Movies and TV,Movies,RT @AnselElgort: Repost Home Alone guys if you like it with #HomeAlone ! I'm following everybody thank you so much for the love! Show everybody!,HomeAlone,,7-Sep-14
Sports,Soccer,,"RT @UEFAEURO: GOAL! Italy 1-0 Sweden (Eder 88)
#EURO2016 #ITASWE https://t.co/Gpei65PQXU","EURO2016,ITASWE",,8-Jun-16
Art and Entertainment,Music,,RT @5SOS: Fans catching some 🌞 in the park before the show tonight in Oslo https://t.co/1LIhudg1Bb,,sun_with_face,9-Sep-13
Art and Entertainment,Music,,"RT @taylorswift13: That moment when Kanye West secretly records your phone call, then Kim posts it on the Internet. https://t.co/4GJqdyykQu",,,15-Dec-15
Sports,Soccer,,RT @BELFASTCITY_AIR: The @premierleague is back in just 3 wks so check your fixtures then check your flights from BHD with @flybe #sport https://t.co/edX704iTa5,sport,,13-Jan-16
Art and Entertainment,Music,,RT @BieberIsBaexoxo: @imverybigfanof5 @justinbieber I love you jusss!!!!!!! Please follow meee,,,12-Sep-12
Sports,Basketball,,RT @nikestore: Low-cut legend. The @Jumpman23 Air Jordan 9 Low 'Bright Mango' arrives tomorrow at 10am EDT: https://t.co/Z2emQiIYs3 https://t.co/T7yZSMqEli,,,27-Jun-14
